alertCode,areaHa,detectedAt,crossedCitiesList,geometryWkt,sources
1061556,1455.4152,2023-09-12,"[{'name': 'Alto Parnaíba', 'source': 'Município', 'area_ha': 1455.4152482}]","MULTIPOLYGON(((-46.460313 -9.434869,-46.461375 -9.433959,-46.454605 -9.424504,-46.453788 -9.424985,-46.45297 -9.425465,-46.452942 -9.425736,-46.453425 -9.426265,-46.45394 -9.427069,-46.453822 -9.427651,-46.453897 -9.42799,-46.453736 -9.428424,-46.454129 -9.429229,-46.454412 -9.429546,-46.45483 -9.429577,-46.455474 -9.429133,-46.455827 -9.429274,-46.456021 -9.429556,-46.455924 -9.42998,-46.456472 -9.4309,-46.457363 -9.431493,-46.458027 -9.431366,-46.458639 -9.43107,-46.459111 -9.431197,-46.459379 -9.431377,-46.45909 -9.431694,-46.459111 -9.432181,-46.458757 -9.432604,-46.458055 -9.432751,-46.457577 -9.432742,-46.457276 -9.433229,-46.456879 -9.433546,-46.456833 -9.434125,-46.457931 -9.435145,-46.458971 -9.435959,-46.460313 -9.434869)),((-46.424997 -9.445785,-46.430548 -9.446225,-46.431995 -9.446243,-46.447733 -9.447456,-46.449611 -9.445525,-46.449466 -9.44503,-46.449423 -9.444405,-46.449305 -9.444056,-46.449101 -9.443707,-46.449348 -9.443156,-46.449197 -9.442818,-46.449242 -9.442434,-46.448961 -9.442373,-46.448919 -9.442109,-46.448715 -9.442066,-46.448661 -9.441749,-46.448715 -9.441198,-46.449004 -9.441304,-46.44938 -9.441526,-46.449808 -9.441401,-46.449927 -9.44122,-46.449702 -9.44086,-46.448991 -9.440647,-46.449287 -9.43956,-46.451012 -9.439874,-46.451829 -9.43982,-46.452202 -9.440574,-46.452073 -9.441177,-46.452458 -9.441357,-46.453087 -9.441168,-46.453156 -9.440786,-46.453317 -9.440563,-46.453393 -9.440235,-46.453811 -9.440193,-46.454251 -9.44014,-46.454749 -9.440243,-46.455431 -9.439505,-46.455405 -9.438635,-46.455334 -9.438256,-46.455077 -9.437949,-46.454959 -9.437875,-46.454981 -9.437484,-46.454138 -9.437341,-46.454186 -9.43706,-46.454466 -9.436753,-46.45438 -9.435832,-46.454075 -9.43558,-46.453285 -9.435526,-46.452942 -9.435907,-46.452759 -9.436542,-46.45262 -9.436986,-46.452824 -9.437134,-46.452503 -9.437646,-46.452019 -9.437568,-46.451955 -9.437166,-46.451955 -9.436711,-46.451811 -9.436479,-46.451129 -9.436393,-46.450446 -9.43638,-46.45023 -9.436353,-46.448506 -9.43682,-46.447509 -9.432427,-46.447149 -9.43178,-46.447921 -9.430816,-46.448114 -9.429398,-46.448335 -9.427981,-46.448801 -9.427662,-46.44953 -9.42726,-46.448757 -9.426286,-46.448822 -9.425587,-46.448414 -9.425185,-46.448155 -9.424531,-46.447428 -9.424762,-46.443458 -9.427704,-46.441065 -9.429461,-46.440539 -9.429768,-46.439949 -9.430308,-46.439488 -9.430467,-46.439145 -9.430943,-46.438867 -9.431161,-46.438619 -9.430932,-46.438533 -9.430477,-46.438168 -9.430064,-46.438007 -9.42908,-46.437106 -9.427186,-46.436999 -9.426826,-46.436859 -9.426296,-46.436387 -9.425609,-46.435974 -9.424715,-46.435776 -9.42401,-46.435561 -9.423821,-46.435848 -9.420704,-46.435121 -9.420507,-46.434585 -9.420676,-46.434321 -9.420525,-46.434842 -9.419618,-46.435379 -9.419364,-46.435722 -9.418697,-46.437771 -9.416922,-46.433501 -9.415723,-46.431205 -9.415046,-46.429724 -9.414707,-46.429488 -9.414353,-46.429521 -9.413934,-46.431055 -9.412315,-46.431996 -9.411268,-46.432471 -9.411013,-46.432938 -9.410221,-46.432879 -9.409309,-46.432224 -9.40825,-46.432354 -9.406969,-46.431753 -9.406229,-46.430818 -9.405666,-46.430797 -9.405361,-46.431294 -9.405096,-46.43177 -9.404526,-46.431602 -9.403911,-46.430944 -9.403609,-46.43071 -9.399917,-46.431119 -9.400005,-46.431774 -9.400576,-46.431763 -9.40101,-46.432278 -9.401444,-46.433555 -9.402228,-46.433917 -9.402325,-46.433469 -9.401698,-46.432804 -9.401222,-46.432257 -9.401085,-46.432085 -9.400333,-46.431688 -9.400079,-46.431463 -9.399666,-46.430926 -9.399454,-46.430583 -9.399158,-46.430208 -9.399211,-46.429749 -9.399432,-46.425648 -9.398057,-46.421574 -9.396809,-46.421527 -9.396988,-46.423105 -9.397443,-46.424543 -9.398047,-46.42538 -9.398195,-46.426249 -9.398385,-46.42671 -9.39865,-46.42803 -9.399089,-46.428921 -9.399441,-46.429371 -9.399465,-46.429812 -9.399793,-46.429704 -9.40082,-46.429124 -9.401063,-46.428781 -9.400979,-46.428448 -9.400555,-46.428319 -9.400026,-46.427836 -9.39973,-46.427289 -9.399529,-46.426924 -9.399963,-46.426828 -9.400365,-46.426817 -9.400566,-46.427064 -9.400767,-46.427129 -9.401222,-46.426817 -9.401413,-46.426324 -9.401159,-46.425895 -9.400661,-46.425036 -9.400227,-46.423738 -9.399211,-46.422547 -9.398936,-46.422386 -9.398597,-46.421914 -9.398301,-46.421785 -9.397867,-46.421378 -9.397528,-46.421131 -9.397528,-46.420627 -9.39756,-46.420401 -9.397359,-46.420128 -9.396576,-46.419328 -9.396512,-46.418524 -9.396131,-46.41803 -9.396311,-46.416921 -9.395686,-46.41596 -9.395972,-46.415573 -9.396692,-46.415376 -9.397348,-46.414737 -9.397052,-46.415337 -9.396395,-46.415402 -9.396057,-46.415584 -9.395633,-46.415717 -9.394959,-46.415123 -9.394808,-46.414565 -9.394702,-46.414082 -9.395136,-46.412998 -9.395189,-46.412744 -9.39565,-46.412623 -9.394914,-46.412398 -9.394194,-46.412001 -9.39413,-46.411432 -9.394448,-46.410949 -9.394787,-46.410423 -9.394522,-46.409866 -9.394681,-46.409801 -9.394882,-46.408863 -9.394932,-46.408267 -9.395348,-46.407857 -9.395695,-46.407913 -9.39611,-46.408385 -9.396247,-46.40871 -9.396728,-46.407934 -9.396724,-46.407816 -9.396946,-46.407318 -9.397357,-46.407591 -9.397602,-46.408213 -9.397888,-46.408621 -9.399243,-46.409007 -9.399222,-46.409404 -9.399963,-46.409887 -9.400132,-46.410027 -9.400915,-46.410013 -9.401498,-46.410788 -9.402005,-46.411582 -9.402323,-46.411136 -9.409493,-46.410896 -9.409563,-46.410305 -9.409563,-46.409797 -9.409385,-46.409157 -9.409997,-46.408535 -9.410029,-46.408246 -9.409954,-46.408085 -9.409669,-46.407559 -9.40951,-46.406733 -9.409288,-46.406175 -9.409076,-46.405199 -9.409034,-46.404737 -9.408875,-46.404308 -9.408864,-46.404179 -9.409192,-46.403836 -9.411256,-46.403621 -9.41168,-46.403546 -9.412421,-46.403643 -9.412664,-46.403911 -9.412664,-46.40385 -9.412862,-46.403579 -9.413818,-46.403375 -9.414463,-46.403761 -9.415236,-46.404192 -9.415898,-46.404651 -9.415744,-46.405113 -9.415352,-46.405703 -9.414717,-46.405907 -9.414696,-46.406121 -9.414792,-46.406086 -9.415778,-46.405992 -9.415998,-46.40605 -9.416764,-46.405724 -9.417014,-46.405799 -9.417755,-46.405979 -9.418737,-46.407027 -9.418902,-46.407634 -9.418676,-46.408074 -9.419068,-46.40846 -9.418792,-46.408879 -9.418814,-46.409265 -9.419385,-46.409791 -9.41966,-46.410563 -9.419512,-46.410778 -9.419131,-46.410705 -9.418369,-46.410187 -9.417956,-46.409865 -9.417543,-46.409952 -9.417067,-46.409662 -9.416284,-46.409469 -9.415998,-46.409157 -9.415871,-46.408954 -9.415331,-46.408181 -9.414929,-46.408324 -9.414021,-46.408364 -9.413468,-46.408468 -9.413113,-46.408814 -9.412992,-46.409018 -9.413543,-46.40964 -9.413521,-46.409876 -9.413797,-46.410166 -9.413895,-46.410445 -9.414559,-46.411073 -9.415566,-46.411953 -9.415242,-46.411904 -9.414749,-46.411396 -9.412664,-46.411754 -9.412357,-46.412269 -9.412939,-46.412375 -9.412664,-46.411576 -9.411416,-46.41184 -9.411426,-46.41214 -9.411754,-46.412483 -9.41182,-46.41214 -9.41115,-46.412237 -9.411013,-46.4125 -9.411431,-46.412859 -9.411711,-46.41317 -9.412092,-46.413579 -9.412305,-46.413728 -9.411542,-46.414018 -9.411267,-46.414436 -9.410187,-46.414468 -9.409732,-46.414082 -9.409383,-46.414318 -9.409118,-46.414393 -9.40843,-46.414792 -9.408254,-46.415037 -9.408293,-46.415209 -9.408473,-46.414919 -9.408917,-46.414876 -9.409214,-46.415112 -9.409288,-46.415402 -9.409034,-46.415509 -9.409224,-46.415187 -9.409753,-46.415133 -9.410081,-46.415573 -9.410717,-46.416046 -9.411172,-46.415897 -9.411613,-46.416238 -9.41169,-46.416882 -9.411521,-46.417918 -9.411227,-46.417527 -9.411733,-46.415594 -9.411976,-46.414457 -9.41222,-46.414071 -9.412484,-46.41391 -9.412791,-46.414371 -9.412664,-46.415552 -9.412505,-46.417271 -9.413024,-46.41847 -9.413521,-46.419929 -9.414029,-46.420348 -9.414209,-46.419849 -9.423103,-46.419597 -9.423746,-46.418327 -9.425169,-46.416442 -9.42726,-46.416077 -9.429059,-46.415262 -9.430752,-46.41715 -9.431768,-46.419168 -9.432679,-46.419811 -9.432467,-46.42156 -9.432996,-46.422086 -9.432901,-46.422687 -9.433081,-46.422526 -9.433822,-46.422579 -9.434298,-46.422397 -9.435282,-46.422472 -9.43724,-46.422204 -9.437674,-46.422204 -9.438224,-46.422279 -9.438902,-46.422086 -9.439166,-46.422113 -9.439711,-46.421946 -9.440521,-46.421356 -9.440669,-46.420552 -9.440669,-46.419854 -9.440722,-46.419318 -9.440606,-46.418942 -9.440602,-46.418969 -9.442524,-46.419005 -9.443746,-46.418879 -9.445435,-46.420326 -9.445291,-46.421197 -9.445561,-46.423003 -9.445632,-46.423685 -9.445767,-46.424997 -9.445785)))",['DETER-CERRADO']
1061213,73.8056,2023-09-08,"[{'name': 'Balsas', 'source': 'Município', 'area_ha': 73.8055933}]","MULTIPOLYGON(((-46.036522 -7.699443,-46.039668 -7.696513,-46.041008 -7.697938,-46.041368 -7.698421,-46.04018 -7.699458,-46.039726 -7.698927,-46.038237 -7.700411,-46.037341 -7.701344,-46.036618 -7.701953,-46.036091 -7.701802,-46.035899 -7.702138,-46.035579 -7.702044,-46.035314 -7.702084,-46.036166 -7.702925,-46.036358 -7.702683,-46.036535 -7.702653,-46.036391 -7.702256,-46.036644 -7.702103,-46.038623 -7.704038,-46.038005 -7.704657,-46.039294 -7.705926,-46.038994 -7.706269,-46.038291 -7.706252,-46.036779 -7.707034,-46.034424 -7.708574,-46.033077 -7.70595,-46.032198 -7.703733,-46.03209 -7.703125,-46.032777 -7.702684,-46.034446 -7.701596,-46.036522 -7.699443)),((-46.028579 -7.705399,-46.028198 -7.705548,-46.028371 -7.70624,-46.028609 -7.707037,-46.02889 -7.707163,-46.029 -7.707551,-46.029325 -7.708219,-46.029372 -7.708621,-46.030071 -7.709536,-46.030112 -7.709898,-46.030681 -7.70992,-46.03094 -7.710121,-46.031207 -7.709771,-46.031375 -7.709709,-46.0319 -7.709567,-46.032723 -7.709319,-46.033639 -7.708625,-46.034237 -7.708645,-46.03375 -7.707539,-46.03242 -7.70817,-46.031796 -7.708386,-46.031665 -7.70865,-46.031398 -7.708757,-46.03118 -7.708696,-46.031086 -7.708408,-46.030874 -7.708032,-46.030802 -7.707566,-46.030546 -7.707207,-46.030551 -7.706529,-46.030231 -7.705689,-46.029849 -7.70524,-46.029194 -7.705295,-46.028579 -7.705399)),((-46.044838 -7.701888,-46.041708 -7.698619,-46.040564 -7.69973,-46.043448 -7.702779,-46.043781 -7.702803,-46.044401 -7.702472,-46.044735 -7.702236,-46.044838 -7.701888)))",['DETER-CERRADO']
1136200,63.4138,2023-09-01,"[{'name': 'Balsas', 'source': 'Município', 'area_ha': 63.4137571}]","MULTIPOLYGON(((-46.114147 -7.266629,-46.114291 -7.266693,-46.113776 -7.267119,-46.106821 -7.271887,-46.105447 -7.268864,-46.105104 -7.26797,-46.104288 -7.267247,-46.104158 -7.266236,-46.104674 -7.26499,-46.10768 -7.265586,-46.109139 -7.266353,-46.110982 -7.266512,-46.112902 -7.266885,-46.114147 -7.266629)),((-46.114851 -7.266438,-46.115091 -7.267151,-46.115531 -7.267449,-46.115495 -7.268183,-46.115452 -7.269247,-46.115456 -7.269322,-46.115731 -7.26929,-46.115838 -7.268907,-46.115924 -7.268715,-46.116117 -7.268566,-46.116332 -7.268524,-46.116675 -7.269013,-46.116311 -7.269205,-46.115946 -7.269439,-46.116031 -7.269801,-46.117419 -7.271674,-46.11777 -7.272674,-46.120561 -7.270248,-46.121002 -7.269801,-46.120904 -7.268971,-46.12097 -7.268683,-46.120239 -7.268417,-46.119981 -7.267843,-46.119745 -7.268183,-46.119144 -7.268183,-46.118672 -7.267459,-46.118414 -7.266608,-46.118288 -7.266757,-46.118352 -7.267396,-46.117899 -7.267523,-46.117719 -7.267055,-46.115252 -7.266278,-46.114851 -7.266438)))",['SAD-CERRADO']
1130570,14.7273,2023-09-01,"[{'name': 'Balsas', 'source': 'Município', 'area_ha': 14.7272545}]","MULTIPOLYGON(((-46.26486897441026 -8.063834335177424,-46.2645828080494 -8.064285820588227,-46.2630365570222 -8.064581339590836,-46.26303275376531 -8.064582506475727,-46.26302929862288 -8.064584465721742,-46.26238873968192 -8.06504681661261,-46.26171355636863 -8.064913361631856,-46.26171041016009 -8.06491301817789,-46.26170725149914 -8.064913220650245,-46.261704176282386 -8.064913962901882,-46.2617012778731 -8.064915222398113,-46.26139721091532 -8.065080007073577,-46.26084082309635 -8.064961416414809,-46.26083768401225 -8.064961026347534,-46.26083452418214 -8.064961181419177,-46.2608314394433 -8.064961876926434,-46.260828523355535 -8.064963091774645,-46.26035127900495 -8.065212384057766,-46.25984828900001 -8.06443628621169,-46.259846075722365 -8.064433513960852,-46.259843357719944 -8.06443122367297,-46.259840239908044 -8.064429503753479,-46.25983684263466 -8.06442842059152,-46.259584842645104 -8.064374420593863,-46.25958094012758 -8.064374013690413,-46.25957704040379 -8.064374446054655,-46.259573325440584 -8.06437569751184,-46.25956996858359 -8.064377709667141,-46.25928366050464 -8.064594375243217,-46.25899110450261 -8.064424620534444,-46.25924346072813 -8.064189088035524,-46.25924576528429 -8.064186477955072,-46.25924752128474 -8.064183478600595,-46.25924866349106 -8.064180201403273,-46.259249149468324 -8.064176768116617,-46.25924896116169 -8.064173306293123,-46.25924810556705 -8.064169944545478,-46.25924661447126 -8.064166807768379,-46.25924454327109 -8.06416401249847,-46.25924196891517 -8.064161662584825,-46.25914584475714 -8.064089569470738,-46.25996938328344 -8.06240698641196,-46.260309000007794 -8.062406986407273,-46.26031232444268 -8.06240668265602,-46.260315536592884 -8.062405781664433,-46.260318527966454 -8.062404313863944,-46.26032119752829 -8.062402328830238,-46.26032345511263 -8.0623998936088,-46.26067783176101 -8.061938907816844,-46.26153303386738 -8.061832866683725,-46.262011866083256 -8.062258385623965,-46.26201504640103 -8.062260649944967,-46.2620186430437 -8.06226218657409,-46.262022488774406 -8.062262924061079,-46.26299491906188 -8.062343298410232,-46.26337605227404 -8.062795523837567,-46.263378840196815 -8.062798192239478,-46.263382136588696 -8.062800214006797,-46.263385791257676 -8.062801497022644,-46.263840163732446 -8.062908641626164,-46.26471394309427 -8.063551068056492,-46.26486897441026 -8.063834335177424)))",['SAD-CERRADO']
1136395,21.3957,2023-09-01,"[{'name': 'Balsas', 'source': 'Município', 'area_ha': 21.3957222}]","MULTIPOLYGON(((-46.023799 -7.480565,-46.023981 -7.479373,-46.024164 -7.479012,-46.024314 -7.477841,-46.024507 -7.47682,-46.024775 -7.475544,-46.025205 -7.474703,-46.025655 -7.473459,-46.025902 -7.472618,-46.025301 -7.472597,-46.025119 -7.472576,-46.024947 -7.472693,-46.024947 -7.473235,-46.024926 -7.473618,-46.02469 -7.473874,-46.024475 -7.474076,-46.024421 -7.47432,-46.024357 -7.47498,-46.02411 -7.47531,-46.023821 -7.475299,-46.023853 -7.474639,-46.024175 -7.474076,-46.024218 -7.473671,-46.024486 -7.473129,-46.024357 -7.473044,-46.023965 -7.473592,-46.023762 -7.472858,-46.02307 -7.472842,-46.023161 -7.473134,-46.023268 -7.473459,-46.02359 -7.473491,-46.023805 -7.47382,-46.023434 -7.474374,-46.022737 -7.475161,-46.022018 -7.475916,-46.021675 -7.47602,-46.021605 -7.476339,-46.021632 -7.476504,-46.021643 -7.476775,-46.021804 -7.476881,-46.022013 -7.476988,-46.02227 -7.477036,-46.022286 -7.478147,-46.022281 -7.479418,-46.022361 -7.480009,-46.022479 -7.480604,-46.022673 -7.48086,-46.023016 -7.48103,-46.023209 -7.481147,-46.02322 -7.481455,-46.023386 -7.481514,-46.023595 -7.481487,-46.023745 -7.481131,-46.023799 -7.480565)),((-46.02109 -7.484258,-46.021482 -7.484157,-46.02182 -7.48403,-46.022174 -7.483806,-46.022238 -7.483636,-46.022372 -7.48361,-46.022426 -7.48386,-46.022678 -7.483801,-46.023011 -7.483679,-46.022882 -7.483269,-46.022635 -7.482939,-46.022512 -7.482876,-46.022329 -7.482892,-46.022045 -7.48312,-46.021514 -7.483338,-46.020897 -7.483604,-46.020618 -7.483689,-46.0208 -7.48404,-46.02109 -7.484258)))",['SAD-CERRADO']
1136250,4.2752,2023-09-01,"[{'name': 'Alto Parnaíba', 'source': 'Município', 'area_ha': 4.2752366}]","MULTIPOLYGON(((-46.040869 -9.20536,-46.042162 -9.205216,-46.041534 -9.20473,-46.040858 -9.204137,-46.039736 -9.203959,-46.038838 -9.205755,-46.039557 -9.206025,-46.040869 -9.20536)))",['SAD-CERRADO']
1135408,4.5412,2023-09-01,"[{'name': 'Balsas', 'source': 'Município', 'area_ha': 4.5412261}]","MULTIPOLYGON(((-46.439382 -8.715237,-46.439651 -8.715055,-46.439804 -8.715297,-46.440385 -8.714646,-46.440061 -8.714384,-46.439595 -8.71429,-46.439297 -8.71495,-46.438851 -8.715574,-46.439012 -8.715758,-46.439382 -8.715237)),((-46.439002 -8.716381,-46.43866 -8.716188,-46.438621 -8.716018,-46.438253 -8.716023,-46.437691 -8.716913,-46.437959 -8.717252,-46.438163 -8.717424,-46.438469 -8.717091,-46.439002 -8.716381)),((-46.44299 -8.715455,-46.442205 -8.715402,-46.440744 -8.715275,-46.440115 -8.716174,-46.442631 -8.716174,-46.44299 -8.715455)))",['SAD-CERRADO']
1135307,40.1241,2023-09-01,"[{'name': 'Balsas', 'source': 'Município', 'area_ha': 40.1241421}]","MULTIPOLYGON(((-46.285926 -8.474062,-46.28591 -8.474296,-46.285197 -8.474439,-46.283995 -8.474948,-46.283442 -8.475479,-46.28216 -8.47558,-46.281527 -8.475882,-46.280814 -8.476285,-46.28046 -8.476397,-46.280218 -8.4768,-46.280138 -8.477193,-46.28032 -8.477415,-46.280712 -8.477362,-46.281007 -8.476864,-46.28110850757844 -8.476818138142274,-46.28145970625285 -8.478238727762857,-46.28144316502846 -8.478569551941737,-46.28098368942771 -8.479057744740848,-46.28098160533215 -8.479060425682738,-46.28098006545543 -8.47906344508755,-46.28097912423396 -8.479066696215929,-46.28097881494098 -8.479070064136817,-46.28097914851036 -8.479073429790413,-46.28109914848308 -8.479684429795865,-46.28110010412096 -8.479687651871687,-46.28110164862234 -8.479690642113214,-46.2811037281575 -8.479693296303088,-46.28236899380718 -8.481029241702082,-46.28232079424999 -8.481454695328186,-46.2805430637976 -8.480600358652964,-46.2798230960046 -8.480125040116437,-46.27981941712661 -8.480123170655737,-46.279815406300756 -8.480122171750612,-46.277767512132534 -8.479851770223348,-46.27754659591745 -8.47901445843766,-46.27754550371618 -8.479011446209741,-46.277543889102546 -8.479008673091226,-46.2775418031859 -8.479006226863042,-46.277539311994325 -8.479004184958638,-46.27753649438456 -8.47900261201292,-46.2770044944026 -8.478764612023049,-46.27700121446458 -8.478763503278573,-46.27699778141135 -8.478763030205469,-46.276994319968765 -8.4787632099909,-46.276990955894064 -8.4787640361031,-46.276987811407075 -8.478765478528688,-46.27609826316207 -8.479280634483223,-46.276061 -8.479251,-46.275895 -8.479044,-46.27582 -8.478806,-46.275825 -8.478567,-46.275905 -8.478445,-46.275884 -8.478164,-46.275766 -8.477909,-46.275616 -8.477729,-46.275669 -8.477479,-46.27582 -8.477219,-46.27582 -8.477018,-46.274822 -8.477087,-46.274763 -8.477442,-46.274799004957934 -8.477526772867375,-46.274525060983585 -8.477556896073553,-46.27395132558757 -8.47748997668304,-46.27370821816089 -8.477201639986811,-46.27414432427597 -8.476737240596668,-46.27414653680516 -8.476734346857642,-46.27414811719046 -8.476731072824307,-46.274149001130944 -8.476727551706821,-46.274149152661884 -8.476723926768404,-46.27414856561798 -8.476720345496432,-46.274147263884224 -8.476716953601619,-46.27385696102025 -8.47614292436687,-46.274017 -8.476031,-46.274049 -8.475649,-46.273926 -8.475458,-46.273958 -8.475161,-46.274097 -8.475086,-46.274414 -8.475086,-46.274521 -8.475569,-46.274902 -8.476015,-46.275503 -8.476036,-46.275948 -8.475665,-46.276254 -8.475548,-46.27630692075541 -8.475527735871548,-46.27651897844984 -8.475835137352975,-46.27652114553883 -8.475837722552999,-46.27652376073126 -8.475839864247902,-46.27652673286216 -8.47584148777871,-46.27652995832374 -8.475842536549525,-46.276906958340035 -8.475927536553394,-46.27691059599391 -8.475927981967919,-46.27691425006155 -8.47592769681961,-46.276917772087224 -8.475926692693339,-46.276921018979735 -8.475925010384266,-46.27692385882588 -8.475922718240456,-46.27746609911254 -8.47538639330069,-46.278161085269026 -8.475599419576787,-46.27809513841719 -8.475940622757394,-46.278094816905025 -8.475944262170147,-46.27809524553699 -8.475947890767081,-46.278096406629864 -8.475951358850315,-46.27809825228277 -8.475954523343972,-46.278100706353236 -8.475957253696754,-46.27810366759852 -8.475959437267871,-46.27810701385235 -8.47596098397402,-46.27811060706491 -8.475961830005781,-46.2781142989981 -8.475961940460088,-46.27835429900924 -8.475944940459293,-46.278357687777465 -8.475944378521259,-46.27836090918183 -8.475943196132246,-46.27836384821119 -8.475941435506108,-46.278366399935805 -8.475939159501037,-46.27836847325356 -8.475936449375364,-46.278758531166815 -8.475311608361364,-46.278925 -8.475511,-46.27928 -8.475617,-46.279945 -8.475007,-46.280492 -8.475123,-46.280959 -8.47429,-46.281216 -8.473839,-46.281533 -8.473569,-46.281967 -8.473293,-46.281946 -8.472937,-46.28216 -8.472502,-46.282407 -8.472661,-46.282461 -8.473012,-46.282251 -8.47341,-46.282246 -8.474418,-46.282648 -8.474444,-46.282949 -8.473924,-46.283201 -8.473914,-46.283458 -8.474126,-46.28378 -8.474136,-46.284059 -8.473898,-46.284955 -8.473914,-46.285926 -8.474062)))",['SAD-CERRADO']
1136278,17.1536,2023-09-01,"[{'name': 'Alto Parnaíba', 'source': 'Município', 'area_ha': 17.1536081}]","MULTIPOLYGON(((-46.191357 -9.166506,-46.18944 -9.169453,-46.18986 -9.169707,-46.190957 -9.169877,-46.191739 -9.170008,-46.192712 -9.170225,-46.193733 -9.17046,-46.195049 -9.170837,-46.195144 -9.170611,-46.194772 -9.170027,-46.19419 -9.169443,-46.193294 -9.169133,-46.19295 -9.168907,-46.192769 -9.168907,-46.192445 -9.168756,-46.191949 -9.168078,-46.191758 -9.16788,-46.191644 -9.167297,-46.191663 -9.16676,-46.191357 -9.166506)),((-46.189976 -9.16994,-46.192399 -9.170307,-46.19238 -9.170444,-46.192027 -9.170693,-46.191808 -9.170787,-46.191641 -9.171117,-46.191164 -9.171263,-46.190854 -9.171187,-46.190916 -9.170651,-46.190758 -9.170477,-46.190491 -9.17018,-46.190086 -9.170034,-46.189976 -9.16994)),((-46.193924 -9.170718,-46.193633 -9.171024,-46.193481 -9.170973,-46.1935 -9.170671,-46.193924 -9.170718)),((-46.193233 -9.170516,-46.192527 -9.170365,-46.192827 -9.170737,-46.193061 -9.170681,-46.193233 -9.170516)),((-46.195274 -9.171979,-46.195307 -9.1726,-46.195455 -9.17276,-46.195512 -9.173241,-46.195767 -9.173517,-46.196983 -9.174426,-46.196904 -9.174561,-46.196622 -9.174721,-46.196336 -9.174839,-46.196069 -9.175126,-46.19584 -9.175121,-46.195277 -9.175681,-46.195043 -9.175526,-46.194724 -9.175535,-46.194748 -9.175309,-46.195239 -9.174904,-46.195229 -9.174707,-46.194991 -9.174617,-46.19501 -9.174434,-46.19521 -9.174269,-46.195115 -9.174048,-46.194671 -9.173977,-46.194361 -9.173497,-46.194457 -9.173122,-46.1945 -9.172995,-46.194786 -9.172882,-46.194915 -9.172604,-46.195129 -9.172293,-46.195274 -9.171979)))",['SAD-CERRADO']
1135772,41.2578,2023-09-01,"[{'name': 'Balsas', 'source': 'Município', 'area_ha': 41.2577833}]","MULTIPOLYGON(((-46.267782 -8.073546,-46.268828 -8.074529,-46.269633 -8.075379,-46.270733 -8.076893,-46.270867 -8.077291,-46.26153 -8.076282,-46.254501 -8.075671,-46.255574 -8.075512,-46.255842 -8.075113,-46.256728 -8.074768,-46.257211 -8.074582,-46.257506 -8.074449,-46.257801 -8.074369,-46.258284 -8.074369,-46.258445 -8.074794,-46.258579 -8.074874,-46.25882 -8.074848,-46.259276 -8.074821,-46.259706 -8.074715,-46.259947 -8.074502,-46.260055 -8.074369,-46.26035 -8.074741,-46.260484 -8.074927,-46.260618 -8.075087,-46.260806 -8.075219,-46.260806 -8.075432,-46.261121 -8.075408,-46.261328 -8.075275,-46.261718 -8.074423,-46.261745 -8.073758,-46.261799 -8.073068,-46.267782 -8.073546)))",['SAD-CERRADO']
1135857,45.3773,2023-09-01,"[{'name': 'Balsas', 'source': 'Município', 'area_ha': 44.5057219}, {'name': 'São Raimundo das Mangabeiras', 'source': 'Município', 'area_ha': 0.8715487}]","MULTIPOLYGON(((-45.679602 -7.401309,-45.682783 -7.399238,-45.683309 -7.397813,-45.683631 -7.397515,-45.684542 -7.396548,-45.685441 -7.394842,-45.686519 -7.393584,-45.686519 -7.393135,-45.685986 -7.392706,-45.68562 -7.391967,-45.685261 -7.391967,-45.684273 -7.393045,-45.684093 -7.394303,-45.683727 -7.395052,-45.683239 -7.395041,-45.6831 -7.395605,-45.682424 -7.395493,-45.682172 -7.395291,-45.681668 -7.39547,-45.681398 -7.394842,-45.681129 -7.395201,-45.680859 -7.394842,-45.680122 -7.394924,-45.679843 -7.394972,-45.6795 -7.394956,-45.679275 -7.395041,-45.679387 -7.395238,-45.679001 -7.395552,-45.678524 -7.39565,-45.677805 -7.396189,-45.677356 -7.397177,-45.677536 -7.397806,-45.676907 -7.398255,-45.676727 -7.398884,-45.678524 -7.400411,-45.679602 -7.401309)))",['SAD-CERRADO']
1132484,11.6237,2023-09-01,"[{'name': 'Balsas', 'source': 'Município', 'area_ha': 11.6237076}]","MULTIPOLYGON(((-46.314395 -8.114945,-46.31439 -8.116087,-46.31439 -8.116294299982252,-46.3142002523992 -8.116338333966725,-46.3126175697235 -8.115265381994186,-46.3122067320533 -8.114832341313106,-46.31220378029672 -8.11482983236931,-46.31220035664968 -8.114828003092867,-46.31166696795053 -8.11461240346848,-46.30922945185005 -8.112930693559933,-46.30922843123616 -8.11293003853408,-46.3087188298646 -8.112626466248082,-46.308736 -8.112582,-46.308923 -8.112492,-46.309894 -8.11238,-46.311048 -8.112317,-46.312067 -8.112325,-46.312281 -8.113084,-46.312383 -8.11382,-46.312957 -8.113809,-46.313172 -8.113804,-46.313869 -8.113007,-46.314079 -8.112933,-46.314197 -8.112927,-46.314223 -8.114064,-46.314395 -8.114945)))",['SAD-CERRADO']
