alertCode,areaHa,detectedAt,crossedCitiesList,geometryWkt,sources
370176,3.6536,2020-01-01,"[{'name': 'Tasso Fragoso', 'source': 'Município', 'area_ha': 3.6536027}]","MULTIPOLYGON(((-45.81504430895078 -8.631005136459791,-45.816101214667675 -8.632172810817384,-45.816278815148934 -8.632174425912643,-45.81639983573396 -8.631949771721425,-45.816545544613035 -8.631927117769123,-45.81692927675425 -8.63226863424766,-45.81706870364822 -8.632635430126633,-45.81780088712233 -8.632255729687705,-45.81727066236752 -8.631351529384274,-45.816761975949625 -8.631713899458381,-45.81645333623687 -8.631657615536026,-45.81633116852347 -8.631010588995114,-45.816609802214074 -8.630577625671375,-45.81643830720931 -8.630357908927918,-45.816028642785014 -8.630093688357276,-45.81592917497359 -8.630108806931212,-45.81504594167656 -8.63087414774778,-45.81504430895078 -8.631005136459791)),((-45.81317305191592 -8.629501246458121,-45.81369854399415 -8.629945922364477,-45.8139444457462 -8.629746258258576,-45.81375580486756 -8.629320730952246,-45.81318870603017 -8.629377583442528,-45.81317305191592 -8.629501246458121)))",['PRODES-CERR']
374376,3.8119,2020-01-01,"[{'name': 'Balsas', 'source': 'Município', 'area_ha': 3.8119084}]","MULTIPOLYGON(((-46.04877237873877 -7.955235024102679,-46.04843682970172 -7.955171675652309,-46.047497088173664 -7.955586527396455,-46.04739232250399 -7.955773031300784,-46.04756895460193 -7.956177221021834,-46.04821428790754 -7.956642246459694,-46.04851888582391 -7.957111008746868,-46.04884051483895 -7.957051143894094,-46.049031708025325 -7.956170035194785,-46.049171064180236 -7.956022646422202,-46.04913034863455 -7.955782869852424,-46.049179314149065 -7.955683309690154,-46.04948247637824 -7.955569703228401,-46.04975310764203 -7.955634282736218,-46.05060618915764 -7.955509816858926,-46.050796730014575 -7.955150147134412,-46.05075734346356 -7.954905619939313,-46.05066546594867 -7.954844320183999,-46.04877237873877 -7.955235024102679,-46.04877237873877 -7.955235024102679)))",['PRODES-CERR']
369837,17.0181,2020-01-01,"[{'name': 'Balsas', 'source': 'Município', 'area_ha': 17.0180561}]","MULTIPOLYGON(((-46.3606297971478 -8.444655610889205,-46.36104272725118 -8.445031250512756,-46.361292283454794 -8.444970886353946,-46.36138617589082 -8.444717046823328,-46.36159551289342 -8.44461100399372,-46.36153628778266 -8.44437544520336,-46.36139546087064 -8.444193945502798,-46.361636086338905 -8.443601887898804,-46.361582182703 -8.443518329092722,-46.361397438752995 -8.443478412146357,-46.36130789178995 -8.443306588538796,-46.36109701338719 -8.443314752205616,-46.36062940960884 -8.444058468730251,-46.3606297971478 -8.444655610889205)),((-46.3664638448376 -8.43545162452651,-46.36623200829566 -8.43551655079499,-46.365838715417055 -8.435439224566023,-46.365476961845886 -8.435702584241344,-46.365042546278396 -8.4355724282482,-46.364585021673754 -8.435581217145481,-46.36430729024745 -8.435412860948297,-46.364039767690464 -8.435411461371794,-46.363966190866215 -8.435521589448143,-46.36419238571147 -8.43572353623848,-46.36419865632813 -8.435863240411377,-46.36405206376074 -8.435981435493678,-46.36383389854215 -8.435997883393389,-46.36383556839881 -8.43639198197157,-46.363323873661805 -8.436835089437604,-46.363006603370884 -8.436775876204692,-46.36278381869938 -8.436836230974627,-46.362636643038634 -8.436962061217843,-46.36243978243226 -8.436971102166183,-46.36228311876738 -8.436895992036387,-46.36213137962836 -8.437001291687437,-46.36196791524322 -8.436994899004729,-46.361632917672395 -8.436645235138126,-46.36077526332307 -8.436859762865305,-46.360627563700035 -8.437600615200664,-46.3607660800869 -8.438167096558862,-46.36060688149457 -8.438457975896412,-46.36036760524008 -8.438539684848957,-46.360172199210865 -8.43922560794842,-46.36040348621265 -8.440260971744092,-46.36017706935185 -8.440618350802922,-46.36027437065109 -8.441709959940209,-46.360554483179925 -8.441834462364305,-46.361360082773565 -8.441522830055902,-46.361182175827715 -8.441104927340655,-46.36136212889098 -8.440897872901214,-46.3613889078478 -8.440625782269272,-46.36116280254579 -8.440421702149417,-46.36121620945907 -8.440197804387978,-46.36109589672678 -8.439866355433944,-46.361244191970904 -8.439647795963136,-46.36107951219858 -8.43917171101899,-46.361116735740005 -8.439043745152135,-46.36126685159462 -8.439016992641502,-46.36145670037585 -8.43920523811022,-46.36164751672579 -8.439139665947483,-46.362000406397726 -8.438691525448165,-46.36205005722481 -8.438403453040134,-46.36213637477543 -8.43832030699304,-46.36256174585033 -8.438251454065224,-46.36306017472992 -8.438527637701412,-46.36356817296194 -8.43836630649125,-46.36371902800482 -8.438173120391351,-46.36401282607395 -8.43818491289005,-46.364240732336214 -8.4375971720965,-46.364154648822584 -8.43741348189003,-46.36418571764003 -8.43723381482926,-46.364479310491085 -8.43705971340383,-46.36459573780869 -8.437067572106374,-46.36472779701067 -8.437254442356533,-46.364858144084266 -8.43728778786184,-46.36532073761874 -8.437062115199202,-46.36556210146037 -8.437143070312015,-46.36577967392242 -8.437093328774488,-46.365854451261775 -8.436926180346493,-46.366195464062706 -8.436607973318038,-46.36623555650597 -8.436414090069928,-46.36655262616182 -8.436206996404287,-46.36670204354807 -8.435848994724383,-46.3664638448376 -8.43545162452651)))",['PRODES-CERR']
370111,11.1978,2020-01-01,"[{'name': 'Balsas', 'source': 'Município', 'area_ha': 11.1977787}]","MULTIPOLYGON(((-46.91112295847692 -9.12045161460971,-46.91093301561138 -9.120287987481092,-46.91027006851306 -9.120107083211712,-46.91007169806114 -9.119913917803522,-46.90961678488639 -9.120288737713079,-46.90901439004113 -9.120526653781036,-46.90910195165818 -9.120877042250838,-46.90901594209356 -9.121042118471339,-46.9089829563146 -9.121696124475886,-46.90927491048623 -9.121969771592331,-46.90933300643788 -9.122123885294116,-46.90954272526622 -9.12225634047057,-46.90967550541079 -9.123003647115718,-46.90956694164183 -9.123311252544145,-46.91001366059329 -9.123490744582833,-46.909967842387665 -9.123960108508797,-46.910139547838995 -9.124305064941883,-46.91048441420569 -9.12434371423569,-46.910672475294135 -9.124164172587639,-46.91096200815203 -9.124201326598858,-46.911363133636755 -9.123617344028382,-46.91140424933674 -9.123225763372723,-46.91196696332968 -9.122910830571413,-46.91205685592339 -9.12229606028327,-46.91231470330762 -9.122146988073403,-46.912096562401445 -9.121608600413474,-46.91128433795766 -9.12093521251426,-46.911333961676235 -9.120720197164095,-46.91160689777407 -9.120703708370652,-46.911829999287846 -9.120561574376472,-46.91175093394189 -9.12023827849612,-46.91180406125607 -9.120075454700915,-46.911722758275005 -9.119877050630523,-46.91159479308957 -9.119882105561446,-46.91112295847692 -9.12045161460971,-46.91112295847692 -9.12045161460971)))",['PRODES-CERR']
370323,4.4266,2020-01-01,"[{'name': 'Balsas', 'source': 'Município', 'area_ha': 4.4265739}]","MULTIPOLYGON(((-46.44742453134195 -8.716274625130913,-46.44733006826253 -8.716054073007168,-46.44677711560139 -8.716088114036475,-46.44667690120555 -8.716035757858869,-46.44656715242053 -8.715763112812684,-46.446671016102194 -8.715361381456985,-46.44628360881296 -8.715340705712007,-46.446158271500714 -8.715138021543993,-46.44596295977588 -8.715019697358276,-46.44590945642978 -8.714753756175083,-46.44607455554153 -8.714546321353625,-46.446055360107586 -8.714444449458382,-46.445752901277196 -8.714455235197011,-46.44548477430961 -8.714136512440076,-46.44515485707362 -8.714218070468169,-46.44494828229749 -8.713989266809095,-46.44467180128899 -8.714067412235787,-46.444482945399216 -8.714475170867908,-46.44397406863745 -8.714724423632964,-46.44346161538271 -8.715194110922518,-46.44352292684536 -8.715300363033176,-46.44380361872651 -8.715290971848898,-46.44452255922336 -8.715049729888884,-46.44463925266449 -8.715172992024227,-46.44467238911957 -8.715457483193823,-46.445077135134795 -8.715576831036431,-46.44543994473747 -8.715570236355312,-46.445530873791455 -8.715813637136202,-46.445870775189306 -8.7161162632865,-46.44585981750639 -8.716331697614377,-46.445927668359886 -8.716399195323318,-46.447296664171795 -8.716464470275346,-46.44742453134195 -8.716274625130913,-46.44742453134195 -8.716274625130913)))",['PRODES-CERR']
375509,5.3279,2020-01-01,"[{'name': 'Balsas', 'source': 'Município', 'area_ha': 5.3278755}]","MULTIPOLYGON(((-45.979503274970774 -7.46497195494474,-45.980298968746126 -7.465020648810049,-45.980392429573214 -7.464955920445162,-45.9807702409518 -7.461590428554333,-45.98071371414274 -7.461497988886911,-45.9793331524772 -7.461408452343616,-45.97906678357944 -7.461593484908795,-45.97914649903094 -7.461950340434073,-45.97900162458622 -7.462551867203384,-45.97950355302754 -7.462684528959445,-45.97959149683898 -7.462989167743088,-45.979563243960435 -7.463855030465205,-45.97926204594059 -7.464038552978701,-45.9792869491231 -7.464161576299746,-45.979461056028065 -7.464299015254484,-45.97933714195792 -7.464774044721953,-45.979503274970774 -7.46497195494474,-45.979503274970774 -7.46497195494474)))",['PRODES-CERR']
364454,31.9822,2020-01-01,"[{'name': 'Alto Parnaíba', 'source': 'Município', 'area_ha': 31.9822496}]","MULTIPOLYGON(((-46.26394298428615 -9.336179613626475,-46.264021215559836 -9.336241658409795,-46.26421765037583 -9.336212267966339,-46.264482210369785 -9.336424283957657,-46.26511710753936 -9.33661355136071,-46.26571548048891 -9.337216317409615,-46.26579524255344 -9.337561576837933,-46.266004997139824 -9.337784007835436,-46.266026564336464 -9.338312160857997,-46.265843725706524 -9.339150092894261,-46.26612694890632 -9.339289712747416,-46.26624434992148 -9.339451116416102,-46.26646816866193 -9.339406588982063,-46.266487137291314 -9.33905547122967,-46.26689155165214 -9.338486721006518,-46.26806489575926 -9.338441633712765,-46.26821242810174 -9.338305431196073,-46.26820856729387 -9.337970407313907,-46.26773947307918 -9.337933406929816,-46.26754870315944 -9.337829352766029,-46.26749870378769 -9.33752848181737,-46.26690982820632 -9.337217218845176,-46.266903099579075 -9.336914223148977,-46.266334888864854 -9.336622563977416,-46.26601007266121 -9.336694888607214,-46.26602657825769 -9.336966100645446,-46.26587763532688 -9.3370534600329,-46.265733079801954 -9.336949917402013,-46.2658175415084 -9.336708900712642,-46.265679549728176 -9.336542042293779,-46.26532857060475 -9.336522680802366,-46.26487985659353 -9.336083404361355,-46.264390661079325 -9.336035929692361,-46.26398561519046 -9.335821781859455,-46.26390487502442 -9.335905447148907,-46.26394298428615 -9.336179613626475)),((-46.27237232772555 -9.336129447618688,-46.27217926548231 -9.336248069432042,-46.271640868982324 -9.336162963814427,-46.27139476172064 -9.33650855942145,-46.271177921860755 -9.336593571706427,-46.27099503571189 -9.336984136215975,-46.270746386847755 -9.337104166495173,-46.27035223989784 -9.337818557983306,-46.270060557385804 -9.337863893482108,-46.26950064728263 -9.337623485038907,-46.269443939484226 -9.337485558103214,-46.269560868867316 -9.33728126004323,-46.26948721258691 -9.33719883026166,-46.26909264840978 -9.337349562019062,-46.26870089833915 -9.337240419276212,-46.26845040783377 -9.337394347949926,-46.26845427790519 -9.337507177868263,-46.268805293971226 -9.337775427180887,-46.26958981669843 -9.337901871030619,-46.2705711084616 -9.338625884621601,-46.27110441442932 -9.338609726127917,-46.27121345690777 -9.33869784596427,-46.271182848830584 -9.33889235149775,-46.27087512395925 -9.338940962875549,-46.270717020093365 -9.339113581116733,-46.270450430036995 -9.339006582937623,-46.27022465911378 -9.3391052152473,-46.27002339380454 -9.338971774239706,-46.26997215956419 -9.33876009679793,-46.26929281510303 -9.338426790113616,-46.26922947834579 -9.338503358277366,-46.26925617562966 -9.338736706528385,-46.26908855053868 -9.338920313390917,-46.26918761427621 -9.339103477318334,-46.26916944042597 -9.339404652451229,-46.26937557005551 -9.339500649710589,-46.2695786682575 -9.33933194262244,-46.26985088424077 -9.339295409856884,-46.27000248784176 -9.339360390781577,-46.26997253034597 -9.339558861794535,-46.26947747110438 -9.339739026193575,-46.269792424134046 -9.34023773843194,-46.27003485052577 -9.34012725095154,-46.2703947042935 -9.340300840993077,-46.27144664730112 -9.340277807393898,-46.271676021465396 -9.340116400690826,-46.27296699051142 -9.34023734239477,-46.27328862787501 -9.340566993015406,-46.27369945422925 -9.340585623060418,-46.273970848108256 -9.340914211038085,-46.27391952789699 -9.341357459756113,-46.27410511179086 -9.341465323414182,-46.2743220742218 -9.341463831291518,-46.2744329808063 -9.341703913041924,-46.27465264534346 -9.341928018000967,-46.27469359272263 -9.342104386107902,-46.275033863070256 -9.34219812277304,-46.2751063834456 -9.34245775054505,-46.27535444934302 -9.342576140507498,-46.27582473672132 -9.343376265923709,-46.276288345174834 -9.34338288028027,-46.27643932702785 -9.343182617870006,-46.27630298285474 -9.342799849703743,-46.276413073112295 -9.342425320459823,-46.27632265925417 -9.342152928515128,-46.27605092238969 -9.341991728629743,-46.27598350010965 -9.341701042932831,-46.27552840542128 -9.341537806988532,-46.27538603016561 -9.341249533159445,-46.27496331230647 -9.341203632154846,-46.274915470020304 -9.34102220129257,-46.27510878060661 -9.340848559447283,-46.27536885558398 -9.340838224335656,-46.275523766205914 -9.340571703265232,-46.27581442166856 -9.340604222042108,-46.2759757599982 -9.340351718801436,-46.27675912218668 -9.340386392245906,-46.27771953138427 -9.340044775691918,-46.27798322032174 -9.339747945667566,-46.278295671925356 -9.33966264051175,-46.27841692041116 -9.339466787664307,-46.27869773088846 -9.339461972386268,-46.27897547687316 -9.339586007728153,-46.27902394621813 -9.339501172316853,-46.27894150349413 -9.338550918172283,-46.27883619166923 -9.338500666646885,-46.278385146283654 -9.338703670498887,-46.2778951797849 -9.3386354949656,-46.27698737022396 -9.338916481833014,-46.276836856686955 -9.339030174523305,-46.276622427686355 -9.339002710792903,-46.27632825347761 -9.33919425619891,-46.27559704500644 -9.339154669744387,-46.27538514113948 -9.339321348642622,-46.27487061645522 -9.339400944103085,-46.27472156755927 -9.339218760110487,-46.2744584664498 -9.339242855938961,-46.27274378012949 -9.338398690185802,-46.27260366578743 -9.337620961301715,-46.272687790867806 -9.3374846968934,-46.27283384913945 -9.337416404196052,-46.27288213150547 -9.337229511517103,-46.273210272721336 -9.33692639050226,-46.27264497446088 -9.33659702789466,-46.27256568051728 -9.336229591387921,-46.27237232772555 -9.336129447618688)))",['PRODES-CERR']
370189,2.3484,2020-01-01,"[{'name': 'Tasso Fragoso', 'source': 'Município', 'area_ha': 2.3483848}]","MULTIPOLYGON(((-45.66701321568167 -8.253262009561011,-45.6674119047293 -8.25317068544884,-45.66745091563419 -8.252944402348776,-45.66783001956006 -8.252567635958009,-45.66783394912131 -8.252470270418247,-45.666580808770156 -8.251450694986502,-45.66585208878895 -8.251667925585302,-45.665697780108076 -8.251852868900718,-45.66570509800341 -8.25194963492656,-45.66605662397974 -8.252270588751148,-45.6664816277459 -8.2524063187368,-45.66671320619385 -8.253078281038379,-45.66701321568167 -8.253262009561011,-45.66701321568167 -8.253262009561011)))",['PRODES-CERR']
375133,2.0928,2020-01-01,"[{'name': 'Balsas', 'source': 'Município', 'area_ha': 2.0928446}]","MULTIPOLYGON(((-46.27672137353171 -7.920099354079741,-46.27615532245458 -7.920122078504166,-46.27602825632207 -7.920277695753109,-46.27586659203788 -7.920315329463053,-46.27588031983312 -7.920691498545145,-46.27609769129551 -7.920742418072533,-46.27643267618406 -7.920984768529054,-46.27662749600323 -7.920985207058813,-46.276925153379096 -7.921279018105639,-46.27740111974068 -7.921436646680284,-46.27803920594179 -7.920736973942235,-46.27805571742735 -7.920632368986985,-46.277658655982805 -7.920542824806362,-46.27710286537563 -7.920163663390569,-46.27672137353171 -7.920099354079741,-46.27672137353171 -7.920099354079741)))",['PRODES-CERR']
369942,2.191,2020-01-01,"[{'name': 'Alto Parnaíba', 'source': 'Município', 'area_ha': 2.1909693}]","MULTIPOLYGON(((-46.473033366266485 -9.469124985525589,-46.473435727598144 -9.47038293448279,-46.473875358465385 -9.470420263694987,-46.474000945984784 -9.470295057776639,-46.47433137604976 -9.470229172269068,-46.47439294375306 -9.470150144159028,-46.4743337178113 -9.469679902631357,-46.47375669611981 -9.469796687751598,-46.473484800934735 -9.469588956681735,-46.4733819047362 -9.46895587932935,-46.47314534162107 -9.468929434556129,-46.473033366266485 -9.469124985525589)),((-46.473982058214425 -9.469043379724152,-46.474131187903104 -9.469334205833242,-46.474387288059525 -9.469304610763174,-46.474549828647326 -9.468915210218544,-46.47436053540152 -9.468582235402254,-46.47452562728907 -9.468356420150517,-46.47443385440307 -9.467817576217818,-46.47409330816195 -9.467444753305578,-46.47399737998791 -9.467424944115646,-46.47391937311272 -9.467576446514665,-46.47412822917458 -9.468084776451231,-46.473914388593414 -9.468446424793898,-46.47368502256429 -9.468598148753085,-46.47362393238454 -9.468746817662105,-46.473982058214425 -9.469043379724152)))",['PRODES-CERR']
370138,2.2922,2020-01-01,"[{'name': 'Balsas', 'source': 'Município', 'area_ha': 2.2922308}]","MULTIPOLYGON(((-46.35470499771427 -8.378159048712542,-46.354095008223894 -8.378440034514346,-46.35310355810013 -8.378369236657209,-46.35318162021612 -8.379242361547329,-46.3544844392273 -8.379169832129914,-46.354916280081106 -8.37898552973663,-46.35529509417517 -8.378999079657413,-46.35552118963414 -8.378820009447697,-46.35552302585319 -8.378296533153481,-46.35508590023416 -8.378296851655799,-46.35470499771427 -8.378159048712542,-46.35470499771427 -8.378159048712542)))",['PRODES-CERR']
370014,1.6807,2020-01-01,"[{'name': 'Balsas', 'source': 'Município', 'area_ha': 1.680703}]","MULTIPOLYGON(((-46.26827610543472 -8.099679152220041,-46.26749050566951 -8.09999423244573,-46.267555387015804 -8.100676001606876,-46.26768826403156 -8.100725580952183,-46.26781415578062 -8.100617332853773,-46.26874222437399 -8.10028877500804,-46.268802105250494 -8.100138233466836,-46.26872471373551 -8.099980956034749,-46.26875121491303 -8.099872397057553,-46.268800642319555 -8.099810965950791,-46.26914302326388 -8.099855976605202,-46.26944654461692 -8.099635630039987,-46.26945250888399 -8.09937721649533,-46.26914678003523 -8.099217385081307,-46.26875643743756 -8.099696610984669,-46.26827610543472 -8.099679152220041)),((-46.27019523217149 -8.098920074724369,-46.27087219844205 -8.09896601481507,-46.27095366418643 -8.098869125916018,-46.27088105744707 -8.098715425914135,-46.27050880169903 -8.09865902581816,-46.270147578267434 -8.098739708131887,-46.27011050636694 -8.098847588884665,-46.27019523217149 -8.098920074724369)))",['PRODES-CERR']
364451,25.782,2020-01-01,"[{'name': 'Tasso Fragoso', 'source': 'Município', 'area_ha': 25.7819814}]","MULTIPOLYGON(((-45.701790011418574 -8.045500206988127,-45.70175776115511 -8.045760978242976,-45.701325465016765 -8.046097813424499,-45.7010989726602 -8.046124752347904,-45.70086202875797 -8.046657405746966,-45.70063898363542 -8.046821267964008,-45.70067590256736 -8.047029565510229,-45.700859178515294 -8.047187230444218,-45.70067796276073 -8.047588082001168,-45.70084552783002 -8.047898323243317,-45.700650488796605 -8.048477274601755,-45.70057341056342 -8.049092897658154,-45.70061812076019 -8.049255134149126,-45.70047495896736 -8.04987302141542,-45.69994690081266 -8.050539411022632,-45.699981829497126 -8.05062810358422,-45.70021843152069 -8.050714296206735,-45.70028125745203 -8.050818235943748,-45.70003512527914 -8.051393720826768,-45.70046464637857 -8.051631314384117,-45.70049947393752 -8.0518505548144,-45.700693036943335 -8.052069624921055,-45.700655055765644 -8.05228197289028,-45.70034453021604 -8.052449514262154,-45.70037266071082 -8.052578516004832,-45.70070689906339 -8.052746381846738,-45.700881341926866 -8.05253889295715,-45.7017313075167 -8.052419407485274,-45.702424741153514 -8.052739266074582,-45.70259008547081 -8.053046954719257,-45.70268403373332 -8.05308469485799,-45.70308095557311 -8.05272845836921,-45.70297958850115 -8.051585252196116,-45.70262399169406 -8.051316539418652,-45.7027265705961 -8.050941609896366,-45.702448300540674 -8.050588023329775,-45.70251906142809 -8.050344020690968,-45.70280795588467 -8.049909362165163,-45.70303478183378 -8.049810288145162,-45.7033635351261 -8.049882584770202,-45.7036340918608 -8.050148119470034,-45.70375058102302 -8.050143847500804,-45.703724424110156 -8.049738897250037,-45.70382845715858 -8.049406375694332,-45.70399729746297 -8.049337229743783,-45.70439845712034 -8.049484672007367,-45.70462444005188 -8.04934945988635,-45.70495034338701 -8.048670043374582,-45.70537090760974 -8.048199169676817,-45.705295526731135 -8.04811753827664,-45.70499591067122 -8.048155913834194,-45.7046591886119 -8.047750296318103,-45.70405172775926 -8.04743998792175,-45.704128378176186 -8.046837872455079,-45.70401890587621 -8.046533340076547,-45.704134350870724 -8.04626751511404,-45.703995863721964 -8.04611949052269,-45.70389626754787 -8.046109222878737,-45.70363398177134 -8.046272868036764,-45.703619771469995 -8.046537318507017,-45.70342132027375 -8.046622287191317,-45.70296726849163 -8.046420317036976,-45.702406748095726 -8.04554274071734,-45.70219473484496 -8.045560750318955,-45.70188622589399 -8.045400576438084,-45.701790011418574 -8.045500206988127,-45.701790011418574 -8.045500206988127)))",['PRODES-CERR']
364409,2.7946,2020-01-01,"[{'name': 'Alto Parnaíba', 'source': 'Município', 'area_ha': 2.794565}]","MULTIPOLYGON(((-46.05385045405351 -9.179615094600608,-46.05403197521922 -9.179887230134693,-46.05429902528532 -9.179685429825373,-46.05417494986103 -9.179487465766657,-46.05385045405351 -9.179615094600608)),((-46.0529384250815 -9.178406736541083,-46.05329496036134 -9.17862060190728,-46.05344931579152 -9.178554112779999,-46.05343164772341 -9.178237679134954,-46.05335611879439 -9.178170480376059,-46.05315175209149 -9.178174440187357,-46.0529384250815 -9.178406736541083)),((-46.05383003156351 -9.177919218505536,-46.05397155553628 -9.177938407385746,-46.054043633783095 -9.177857936971423,-46.054007725517515 -9.17769688223792,-46.0538816216172 -9.177638749840483,-46.053790499510434 -9.177658879966785,-46.053762721315536 -9.177752299829411,-46.05383003156351 -9.177919218505536)),((-46.05323065571203 -9.177031763439214,-46.05350615738815 -9.17750837523927,-46.053607105321824 -9.177468694164281,-46.05378394403614 -9.177072809724816,-46.05339607316174 -9.17674916708689,-46.05323065571203 -9.177031763439214)),((-46.051164980003406 -9.177808927846202,-46.05103607189965 -9.17792169401103,-46.05047880714559 -9.17768162737265,-46.05025097314342 -9.177691996289207,-46.050169828447196 -9.177860421005137,-46.05021343691527 -9.177947653530616,-46.05127509475938 -9.17857696399523,-46.051290517270445 -9.17927758210084,-46.05143841798845 -9.179363697721444,-46.051826841052275 -9.178427548661688,-46.05153953421753 -9.178093688399528,-46.0516171400598 -9.177741435770807,-46.05176127004658 -9.177595761698463,-46.05170917853438 -9.176382996501287,-46.05164596863493 -9.176302613651762,-46.05126987831937 -9.176513409390212,-46.051164980003406 -9.177808927846202)))",['PRODES-CERR']
374762,34.671,2020-01-01,"[{'name': 'Balsas', 'source': 'Município', 'area_ha': 34.6710267}]","MULTIPOLYGON(((-46.20318399551689 -7.773242561351635,-46.20364656084889 -7.774075560812296,-46.20268562981287 -7.775973241342363,-46.202756385054464 -7.77602800005592,-46.203245107761894 -7.776029488984784,-46.20366148898039 -7.776272597222082,-46.20367090010721 -7.776404028078049,-46.20335011780462 -7.776995722473387,-46.20339135615368 -7.777100743886489,-46.20449861448393 -7.777122602163672,-46.20455869754092 -7.777062199214353,-46.20461502793233 -7.77655603299453,-46.20386250563187 -7.775686918205197,-46.20392049019736 -7.775100886523079,-46.20448014158675 -7.774421770411047,-46.204979743425966 -7.77456149058577,-46.20536096378472 -7.77415251080691,-46.20486377241411 -7.773646824606016,-46.20432383459774 -7.773630429362125,-46.20401151272148 -7.773113461832548,-46.20324333979115 -7.77310059060374,-46.20318399551689 -7.773242561351635)),((-46.19987758897421 -7.765606126260252,-46.200052102431926 -7.766212255277915,-46.20037137807492 -7.766189032948469,-46.20047585340076 -7.766266072542868,-46.200689224566126 -7.767415264691627,-46.200617518366336 -7.767502621065184,-46.199622284187406 -7.76792427532018,-46.19843105559186 -7.770862940117553,-46.19893433990886 -7.771639537779612,-46.19932046226301 -7.77172542890492,-46.199328454066226 -7.771847808870854,-46.19908104101575 -7.772270393636894,-46.19963218818726 -7.772837602166018,-46.19955377863261 -7.773244557788997,-46.19996117603084 -7.773474292787744,-46.19993906602699 -7.773600237510921,-46.19955670904766 -7.773999411782089,-46.1996776549614 -7.774568812886253,-46.200402550472326 -7.774817503718206,-46.20151955179042 -7.774359739519594,-46.20161565582162 -7.774430513969863,-46.201650310682 -7.77462235769763,-46.202398139222396 -7.775083897608104,-46.20289182346982 -7.773878726048426,-46.20262187663733 -7.773305068797509,-46.2016331057841 -7.773131463778513,-46.20153276028488 -7.773005242421418,-46.20157722835037 -7.772897527548826,-46.20203208605326 -7.772547042943141,-46.202239361545764 -7.772003983968426,-46.20204360664438 -7.771530731395398,-46.20111179468035 -7.771405287599566,-46.20100582960823 -7.77127769861427,-46.201134519706905 -7.770935319471167,-46.201394726628536 -7.77098985822945,-46.20191259576986 -7.770729903935953,-46.2013239596714 -7.770169838448822,-46.201662020526534 -7.769258225851092,-46.201209282008946 -7.76887797476266,-46.201266577966905 -7.768476831937842,-46.201370904156114 -7.768433450348018,-46.20147134295698 -7.76848594089855,-46.201762569536236 -7.768993963301958,-46.20177790113779 -7.769142403102355,-46.20205215133262 -7.769478242576189,-46.202591993619365 -7.769470047467699,-46.20266293237819 -7.769396977304146,-46.20206436204809 -7.768617981511895,-46.20212738061795 -7.768352527463858,-46.20191574992016 -7.767345654935675,-46.20197889830346 -7.764957104538969,-46.200818647784 -7.764244744348605,-46.200685750536664 -7.764712381117089,-46.19987758897421 -7.765606126260252),(-46.20041588439386 -7.771679385511236,-46.20034772492739 -7.77179229668221,-46.19984747631324 -7.771668730625607,-46.199923580821704 -7.771347519660617,-46.2002556081841 -7.771299393891144,-46.200366029789805 -7.771366784145015,-46.20041588439386 -7.771679385511236)))",['PRODES-CERR']
374406,2.8713,2020-01-01,"[{'name': 'Tasso Fragoso', 'source': 'Município', 'area_ha': 2.8712508}]","MULTIPOLYGON(((-45.63681684145227 -7.94075070039908,-45.63670014592288 -7.940801798260265,-45.63669512527595 -7.941039700561243,-45.63700516350615 -7.941265979004723,-45.63707256315745 -7.941476835760842,-45.637436636263295 -7.941559754346581,-45.63774967355535 -7.940981456551875,-45.63892064270796 -7.940316324521413,-45.6388098944486 -7.939800576473061,-45.63842871602862 -7.939291008692361,-45.6383278928396 -7.93927356836823,-45.63697893460974 -7.940488774686883,-45.63692617125154 -7.940688358632455,-45.63681684145227 -7.94075070039908,-45.63681684145227 -7.94075070039908)))",['PRODES-CERR']
370125,3.1087,2020-01-01,"[{'name': 'Balsas', 'source': 'Município', 'area_ha': 3.1087291}]","MULTIPOLYGON(((-46.36068870869981 -8.395220050012128,-46.36078014846209 -8.395176835581282,-46.36098821167358 -8.394640474570483,-46.36084820773424 -8.393423303553528,-46.36074186819173 -8.393201133944604,-46.360024842750626 -8.392956214474607,-46.359851339305386 -8.39324352363523,-46.35984750462427 -8.393588014627738,-46.35964954466656 -8.393748097617078,-46.35937044450068 -8.394293199237895,-46.35956581777642 -8.394441956408691,-46.35964320966463 -8.39503156719072,-46.36068870869981 -8.395220050012128,-46.36068870869981 -8.395220050012128)))",['PRODES-CERR']
374771,1.2482,2020-01-01,"[{'name': 'Balsas', 'source': 'Município', 'area_ha': 1.2481727}]","MULTIPOLYGON(((-46.22803436903627 -7.780262697818883,-46.22872883800051 -7.78000335891864,-46.22878578680939 -7.779922419267694,-46.22811490730994 -7.778754749884402,-46.227591751391124 -7.778855834968515,-46.22753326698545 -7.778937645966625,-46.22803436903627 -7.780262697818883,-46.22803436903627 -7.780262697818883)))",['PRODES-CERR']
